"ID" "Gene"
"A_06_P6379" "YOR017W"
"A_06_P1183" "YBL053W"
"A_06_P4054" "YJL033W"
"A_06_P6584" "YOR222W"
"A_06_P3031" "YGL076C"
"A_06_P6067" "YNL295W"
"A_06_P6199" "YOL009C"
"A_06_P1219" "YBL087C"
"A_06_P5035" "YLR221C"
"A_06_P4549" "YKL137W"
"A_06_P6879" "YPL120W"
"A_06_P2957" "YGL002W"
"A_06_P1319" "YBR071W"
"A_06_P1204" "YBL072C"
"A_06_P2773" "YER140W"
"A_06_P4130" "YJL108C"
"A_06_P4116" "YJL094C"
"A_06_P5478" "YMR052C-A"
"A_06_P2180" "YDR191W"
"A_06_P3369" "YGR148C"
"A_06_P2616" "YEL074W"
"A_06_P4394" "YJR150C"
"A_06_P5728" "YMR289W"
"A_06_P1237" "YBL104C"
"A_06_P4870" "YLR058C"
"A_06_P4644" "YKR007W"
"A_06_P1180" "YBL050W"
"A_06_P7212" "YPR164W"
"A_06_P5843" "YNL072W"
"A_06_P6882" "YPL123C"
"A_06_P4847" "YLR035C"
"A_06_P4205" "YJL183W"
"A_06_P2157" "YDR169C"
"A_06_P5956" "NM_001270758"
"A_06_P5147" "YLR330W"
"A_06_P2119" "YDR131C"
"A_06_P3338" "YGR118W"
"A_06_P7027" "YPL266W"
"A_06_P4204" "YJL182C"
"A_06_P3175" "YGL220W"
"A_06_P1691" "YCR069W"
"A_06_P2740" "YER107C"
"A_06_P1382" "YBR130C"
"A_06_P7073" "YPR027C"
"A_06_P2972" "YGL017W"
"A_06_P3710" "YHR134W"
"A_06_P5168" "YLR351C"
"A_06_P1659" "YCR034W"
"A_06_P3346" "YGR125W"
"A_06_P1218" "YBL086C"
"A_06_P1493" "YBR239C"
"A_06_P4874" "YLR062C"
"A_06_P2535" "YDR541C"
"A_06_P3587" "YHR017W"
"A_06_P1784" "YDL055C"
"A_06_P4688" "YKR050W"
"A_06_P4972" "YLR158C"
"A_06_P3273" "YGR053C"
"A_06_P4581" "YKL168C"
"A_06_P4606" "YKL193C"
"A_06_P4980" "YLR166C"
"A_06_P3123" "YGL168W"
"A_06_P2685" "YER056C-A"
"A_06_P4011" "YIR034C"
"A_06_P4303" "YJR060W"
"A_06_P1140" "YBL011W"
"A_06_P4179" "YJL157C"
"A_06_P1396" "YBR144C"
"A_06_P3288" "YGR068C"
"A_06_P5489" "YMR062C"
"A_06_P3832" "YIL032C"
"A_06_P3120" "YGL165C"
"A_06_P5628" "YMR191W"
"A_06_P4039" "YJL016W"
"A_06_P2701" "YER070W"
"A_06_P1013" "Q0110"
"A_06_P5408" "YML115C"
"A_06_P1853" "YDL122W"
"A_06_P5341" "YML054C"
"A_06_P4044" "YJL023C"
"A_06_P3901" "YIL102C"
"A_06_P5301" "YML012W"
"A_06_P5622" "YMR185W"
"A_06_P5096" "YLR281C"
"A_06_P3099" "YGL144C"
"A_06_P5245" "YLR427W"
"A_06_P4290" "YJR047C"
"A_06_P4533" "YKL121W"
"A_06_P1693" "YCR072C"
"A_06_P6337" "YOL144W"
"A_06_P3542" "YHL024W"
"A_06_P1643" "YCR020C-A"
"A_06_P1684" "YCR061W"
"A_06_P2453" "YDR460W"
"A_06_P1121" "YHR213W"
"A_06_P1452" "YBR199W"
"A_06_P3713" "YHR137W"
"A_06_P5033" "YLR219W"
"A_06_P6927" "YPL168W"
"A_06_P5192" "YLR374C"
"A_06_P4063" "YJL043W"
"A_06_P3084" "YGL129C"
"A_06_P1311" "YBR063C"
"A_06_P4217" "YJL195C"
"A_06_P6170" "YNR057C"
"A_06_P2256" "YDR267C"
"A_06_P4512" "YKL101W"
"A_06_P1399" "YBR147W"
"A_06_P2702" "YER071C"
"A_06_P1831" "YDL101C"
"A_06_P2698" "YER067W"
"A_06_P5297" "YML009C-A"
"A_06_P1272" "YBR025C"
"A_06_P4482" "YKL072W"
"A_06_P2372" "YDR379W"
"A_06_P5510" "YMR082C"
"A_06_P6825" "YPL066W"
"A_06_P1469" "YBR216C"
"A_06_P1500" "YBR246W"
"A_06_P5678" "YMR239C"
"A_06_P4396" "YJR152W"
"A_06_P4719" "YKR081C"
"A_06_P3582" "YHR012W"
"A_06_P5037" "YLR223C"
"A_06_P3856" "YIL056W"
"A_06_P2383" "YDR390C"
"A_06_P1498" "YBR244W"
"A_06_P6995" "YPL235W"
"A_06_P5693" "YMR254C"
"A_06_P2852" "YFL026W"
"A_06_P5955" "YNL183C"
"A_06_P4638" "YKR001C"
"A_06_P3270" "NM_001270748"
"A_06_P4138" "YJL118W"
"A_06_P1286" "YBR039W"
"A_06_P3988" "YIR012W"
"A_06_P7151" "YPR104C"
"A_06_P1405" "YBR153W"
"A_06_P2524" "YDR530C"
"A_06_P2190" "YDR201W"
"A_06_P4615" "YKL203C"
"A_06_P1585" "YCL033C"
"A_06_P5135" "YLR318W"
"A_06_P4506" "YKL096W"
"A_06_P4341" "YJR098C"
"A_06_P3043" "YGL088W"
"A_06_P6378" "YOR016C"
"A_06_P1978" "YDL242W"
"A_06_P3347" "YGR126W"
"A_06_P5931" "YNL160W"
"A_06_P3515" "YGR293C"
"A_06_P6411" "YOR049C"
"A_06_P6647" "YOR286W"
"A_06_P5333" "YML047C"
"A_06_P4300" "YJR057W"
"A_06_P3451" "YGR230W"
"A_06_P6520" "YOR158W"
"A_06_P7227" "YPR179C"
"A_06_P2870" "YFL044C"
"A_06_P5938" "YNL166C"
"A_06_P6143" "YNR032C-A"
"A_06_P6717" "YOR353C"
"A_06_P1347" "YBR096W"
"A_06_P5614" "YMR177W"
"A_06_P4983" "YLR169W"
"A_06_P4906" "YLR094C"
"A_06_P6387" "YOR025W"
"A_06_P6588" "YOR226C"
"A_06_P4898" "YLR086W"
"A_06_P5623" "YMR186W"
"A_06_P6608" "YOR247W"
"A_06_P3629" "YHR056C"
"A_06_P5943" "YNL171C"
"A_06_P4061" "YJL041W"
"A_06_P4386" "YJR142W"
"A_06_P6428" "YOR066W"
"A_06_P5618" "YMR181C"
"A_06_P1307" "YBR059C"
"A_06_P3290" "YGR070W"
"A_06_P5857" "YNL086W"
"A_06_P6648" "YOR287C"
"A_06_P4821" "YLR009W"
"A_06_P4150" "YJL129C"
"A_06_P1153" "YBL024W"
"A_06_P4782" "YLL037W"
"A_06_P3569" "YHR001W"
"A_06_P6135" "YNR024W"
"A_06_P1937" "YDL202W"
"A_06_P2379" "YDR386W"
"A_06_P3689" "YHR114W"
"A_06_P5877" "YNL106C"
"A_06_P3068" "YGL113W"
"A_06_P6506" "YOR144C"
"A_06_P1695" "YCR073W-A"
"A_06_P6242" "YOL051W"
"A_06_P2613" "YEL071W"
"A_06_P5560" "YMR129W"
"A_06_P5493" "YMR066W"
"A_06_P3583" "YHR013C"
"A_06_P2511" "YDR518W"
"A_06_P4260" "YJR013W"
"A_06_P2417" "YDR424C"
"A_06_P2017" "YDR032C"
"A_06_P2126" "YDR138W"
"A_06_P5050" "YLR236C"
"A_06_P3810" "YIL011W"
"A_06_P3994" "YIR018W"
"A_06_P6791" "YPL032C"
"A_06_P4398" "YJR154W"
"A_06_P1023" "Q0297"
"A_06_P4391" "YJR147W"
"A_06_P1980" "YDL244W"
"A_06_P4804" "YLL059C"
"A_06_P5641" "YMR202W"
"A_06_P2144" "YDR156W"
"A_06_P6044" "YNL272C"
"A_06_P5660" "YMR221C"
"A_06_P3567" "YHL049C"
"A_06_P2298" "YDR309C"
"A_06_P1346" "YBR095C"
"A_06_P7157" "YPR110C"
"A_06_P2407" "YDR414C"
"A_06_P6359" "YOL165C"
"A_06_P5447" "YMR019W"
"A_06_P2009" "YDR024W"
"A_06_P4425" "YKL018C-A"
"A_06_P1475" "YBR222C"
"A_06_P5534" "YMR105C"
"A_06_P1325" "YBR077C"
"A_06_P1486" "YBR233W"
"A_06_P1436" "YBR183W"
"A_06_P5691" "YMR252C"
"A_06_P4649" "YKR012C"
"A_06_P5928" "YNL157W"
"A_06_P6330" "YOL137W"
"A_06_P6928" "YPL169C"
"A_06_P4134" "YJL112W"
"A_06_P5780" "YNL009W"
"A_06_P6522" "YOR160W"
"A_06_P2481" "YDR488C"
"A_06_P1945" "YDL210W"
"A_06_P5751" "YMR308C"
"A_06_P1704" "YCR085W"
"A_06_P6349" "YOL156W"
"A_06_P6673" "YOR310C"
"A_06_P2973" "YGL018C"
"A_06_P5569" "YMR137C"
"A_06_P6518" "YOR156C"
"A_06_P1060" "YAL036C"
"A_06_P2687" "YER058W"
"A_06_P2771" "YER138W-A"
"A_06_P7105" "YPR059C"
"A_06_P4412" "YKL006C-A"
"A_06_P6980" "YPL220W"
"A_06_P3905" "YIL106W"
"A_06_P6075" "YNL303W"
"A_06_P2333" "YDR342C"
"A_06_P3202" "YGL246C"
"A_06_P3896" "YIL097W"
"A_06_P1385" "YBR133C"
"A_06_P6089" "YNL317W"
"A_06_P5063" "YLR249W"
"A_06_P2553" "YEL014C"
"A_06_P6299" "YOL106W"
"A_06_P1156" "YBL027W"
"A_06_P1069" "YAL044C"
"A_06_P2772" "YER139C"
"A_06_P3438" "YGR217W"
"A_06_P5436" "YMR009W"
"A_06_P3282" "YGR062C"
"A_06_P6841" "YPL082C"
"A_06_P2275" "YDR286C"
"A_06_P5243" "YLR425W"
"A_06_P6801" "YPL042C"
"A_06_P6945" "YPL185W"
"A_06_P2143" "YDR155C"
"A_06_P1283" "YBR036C"
"A_06_P4623" "YKL211C"
"A_06_P6904" "YPL145C"
"A_06_P6398" "YOR036W"
"A_06_P2042" "YDR055W"
"A_06_P5885" "YNL114C"
"A_06_P3776" "YHR198C"
"A_06_P7205" "YPR157W"
"A_06_P5858" "YNL087W"
"A_06_P3516" "YGR294W"
"A_06_P2105" "YDR117C"
"A_06_P4746" "YLL002W"
"A_06_P2389" "YDR396W"
"A_06_P5906" "YNL135C"
"A_06_P1258" "YBR011C"
"A_06_P3001" "YGL045W"
"A_06_P6675" "YOR312C"
"A_06_P6340" "YOL147C"
"A_06_P3771" "YHR193C"
"A_06_P1850" "YDL119C"
"A_06_P6244" "YOL052C-A"
"A_06_P7024" "YPL263C"
"A_06_P2956" "YGL001C"
"A_06_P5319" "YML029W"
"A_06_P2997" "YGL042C"
"A_06_P6898" "YPL139C"
"A_06_P4538" "YKL126W"
"A_06_P1844" "YDL114W"
"A_06_P7224" "YPR176C"
"A_06_P3181" "YGL226C-A"
"A_06_P7041" "YPL280W"
"A_06_P5583" "YMR151W"
"A_06_P2963" "YGL008C"
"A_06_P3862" "YIL062C"
"A_06_P5863" "YNL092W"
"A_06_P4978" "YLR164W"
"A_06_P4227" "YJL205C"
"A_06_P2662" "YER038C"
"A_06_P6861" "YPL102C"
"A_06_P3818" "YIL018W"
"A_06_P5649" "YMR210W"
"A_06_P1191" "YBL060W"
"A_06_P5131" "YLR314C"
"A_06_P2746" "YER114C"
"A_06_P6779" "YPL020C"
"A_06_P4916" "YLR103C"
"A_06_P7076" "YPR030W"
"A_06_P7036" "YOR388C"
"A_06_P1332" "YBR084C-A"
"A_06_P5123" "YLR307W"
"A_06_P4373" "YJR130C"
"A_06_P3578" "YHR008C"
"A_06_P5687" "YMR247C"
"A_06_P4507" "YKL096W-A"
"A_06_P5272" "YLR453C"
"A_06_P5607" "YMR172C-A"
"A_06_P3167" "YGL212W"
"A_06_P5233" "YLR415C"
"A_06_P3866" "YIL066C"
"A_06_P5848" "YNL077W"
"A_06_P4995" "YLR181C"
"A_06_P7110" "YPR064W"
"A_06_P2421" "YDR428C"
"A_06_P5207" "YLR389C"
"A_06_P4271" "YJR024C"
"A_06_P2337" "YDR346C"
"A_06_P2814" "YER182W"
"A_06_P2873" "YFL047W"
"A_06_P6621" "YOR260W"
"A_06_P1466" "YBR213W"
"A_06_P1567" "YCL011C"
"A_06_P3624" "YHR051W"
"A_06_P1310" "YBR062C"
"A_06_P3797" "YHR218W"
"A_06_P2165" "YDR177W"
"A_06_P4562" "YKL150W"
"A_06_P5313" "YML023C"
"A_06_P2579" "YEL038W"
"A_06_P6635" "YOR274W"
"A_06_P5802" "YNL031C"
"A_06_P6682" "YOR318C"
"A_06_P6315" "YOL122C"
"A_06_P6351" "YOL158C"
"A_06_P2340" "YDR349C"
"A_06_P3541" "YHL023C"
"A_06_P3779" "YHR201C"
"A_06_P7033" "YPL272C"
"A_06_P1303" "YBR056W"
"A_06_P3985" "YIR009W"
"A_06_P6110" "YNL339C"
"A_06_P5587" "YMR154C"
"A_06_P5337" "YML050W"
"A_06_P1279" "YBR032W"
"A_06_P5895" "YNL124W"
"A_06_P3654" "TC22026"
"A_06_P1624" "YCR003W"
"A_06_P7037" "YOR388C"
"A_06_P3263" "YGR043C"
"A_06_P4798" "YLL053C"
"A_06_P5089" "YLR274W"
"A_06_P6156" "YNR043W"
"A_06_P6589" "YOR227W"
"A_06_P4630" "YKL218C"
"A_06_P5787" "YNL016W"
"A_06_P3406" "YGR185C"
"A_06_P5708" "YMR269W"
"A_06_P5235" "YLR417W"
"A_06_P5134" "YLR317W"
"A_06_P6745" "YOR381W"
"A_06_P1117" "YAR050W"
"A_06_P3320" "YGR100W"
"A_06_P4724" "YKR086W"
"A_06_P4267" "YJR020W"
"A_06_P4974" "YLR160C"
"A_06_P2714" "YER083C"
"A_06_P5921" "YNL150W"
"A_06_P5904" "YNL133C"
"A_06_P3788" "YHR210C"
"A_06_P2614" "YEL072W"
"A_06_P5046" "YLR232W"
"A_06_P1439" "YBR186W"
"A_06_P1143" "YBL014C"
"A_06_P4064" "YJL044C"
"A_06_P6111" "YNR001C"
"A_06_P3924" "YIL125W"
"A_06_P2644" "YER020W"
"A_06_P6903" "YPL144W"
"A_06_P6989" "YPL229W"
"A_06_P1841" "YDL111C"
"A_06_P2767" "YER134C"
"A_06_P1705" "YCR086W"
"A_06_P4082" "YJL061W"
"A_06_P1472" "YBR219C"
"A_06_P6487" "YOR125C"
"A_06_P2461" "YDR468C"
"A_06_P2434" "YDR441C"
"A_06_P1539" "YBR285W"
"A_06_P2817" "YER185W"
"A_06_P6613" "YOR252W"
"A_06_P4021" "TC21717"
"A_06_P2591" "YEL050C"
"A_06_P6150" "YNR037C"
"A_06_P4596" "YKL183W"
"A_06_P1887" "YDL154W"
"A_06_P6223" "YOL032W"
"A_06_P5265" "YLR446W"
"A_06_P2392" "YDR399W"
"A_06_P1222" "YBL090W"
"A_06_P3256" "YGR036C"
"A_06_P5280" "YLR461W"
"A_06_P2290" "YDR301W"
"A_06_P2977" "YGL022W"
"A_06_P4584" "YKL171W"
"A_06_P6127" "YNR016C"
"A_06_P1114" "YAR042W"
"A_06_P4333" "YJR091C"
"A_06_P3186" "YGL230C"
"A_06_P2182" "YDR193W"
"A_06_P1395" "YBR143C"
"A_06_P5774" "YNL003C"
"A_06_P3637" "YHR064C"
"A_06_P2926" "YFR030W"
"A_06_P2742" "YER110C"
"A_06_P3875" "YIL075C"
"A_06_P1680" "YCR054C"
"A_06_P3804" "YIL006W"
"A_06_P2065" "YDR078C"
"A_06_P1556" "YBR302C"
"A_06_P3180" "YGL225W"
"A_06_P5357" "YML068W"
"A_06_P3840" "YIL040W"
"A_06_P5070" "YLR256W"
"A_06_P6166" "YNR053C"
"A_06_P2324" "YDR333C"
"A_06_P3185" "YGL229C"
"A_06_P5707" "YMR268C"
"A_06_P4340" "YJR097W"
"A_06_P4823" "YLR011W"
"A_06_P4967" "YLR153C"
"A_06_P1639" "YCR018C"
"A_06_P2052" "YDR065W"
"A_06_P2818" "YER186C"
"A_06_P2019" "YDR034C"
"A_06_P1146" "YBL017C"
"A_06_P6320" "YOL127W"
"A_06_P6214" "YOL023W"
"A_06_P6973" "YPL213W"
"A_06_P6723" "YOR359W"
"A_06_P2016" "YDR031W"
"A_06_P3756" "YHR178W"
"A_06_P4981" "YLR167W"
"A_06_P3721" "YHR143W-A"
"A_06_P3715" "YHR139C"
"A_06_P1083" "YAL059W"
"A_06_P1330" "YBR082C"
"A_06_P6116" "YNR005C"
"A_06_P5737" "YMR296C"
"A_06_P5127" "YLR311C"
"A_06_P3159" "NM_001270746"
"A_06_P2436" "YDR443C"
"A_06_P3078" "YGL123W"
"A_06_P5438" "YMR011W"
"A_06_P1758" "YDL030W"
"A_06_P6886" "YPL127C"
"A_06_P3902" "YIL103W"
"A_06_P3805" "YIL007C"
"A_06_P5462" "YMR033W"
"A_06_P4213" "YJL191W"
"A_06_P2240" "YDR251W"
"A_06_P5604" "YMR169C"
"A_06_P5723" "YMR284W"
"A_06_P1701" "YCR082W"
"A_06_P5080" "YLR265C"
"A_06_P5487" "YMR060C"
"A_06_P7092" "YPR046W"
"A_06_P1061" "YAL037W"
"A_06_P5108" "YLR292C"
"A_06_P6288" "YOL095C"
"A_06_P6653" "YOR292C"
"A_06_P6930" "YPL171C"
"A_06_P2246" "YDR257C"
"A_06_P4298" "YJR055W"
"A_06_P2035" "YDR048C"
"A_06_P1509" "YBR255W"
"A_06_P1526" "YBR272C"
"A_06_P1971" "YDL236W"
"A_06_P3066" "YGL111W"
"A_06_P5552" "YMR122C"
"A_06_P5748" "YMR306C-A"
"A_06_P5373" "YML083C"
"A_06_P5610" "YMR173W-A"
"A_06_P4222" "YJL200C"
"A_06_P4492" "YKL082C"
"A_06_P4084" "YJL062W-A"
"A_06_P5358" "YML069W"
"A_06_P2442" "YDR449C"
"A_06_P4318" "YJR075W"
"A_06_P3492" "YGR271C-A"
"A_06_P2273" "YDR284C"
"A_06_P6101" "YNL329C"
"A_06_P7204" "YPR156C"
"A_06_P1445" "YBR192W"
"A_06_P3089" "YGL134W"
"A_06_P6408" "YOR046C"
"A_06_P3851" "YIL051C"
"A_06_P1901" "YDL167C"
"A_06_P3403" "YGR182C"
"A_06_P5477" "YMR049C"
"A_06_P1638" "YCR017C"
"A_06_P3179" "YGL224C"
"A_06_P2225" "YDR236C"
"A_06_P7056" "YPR011C"
"A_06_P1177" "YBL047C"
"A_06_P4483" "YKL073W"
"A_06_P3680" "YHR105W"
"A_06_P2208" "YDR219C"
"A_06_P7020" "YPL259C"
"A_06_P1837" "YDL107W"
"A_06_P5742" "YMR301C"
"A_06_P3782" "YHR204W"
"A_06_P6890" "YPL131W"
"A_06_P6868" "YPL109C"
"A_06_P4359" "YJR116W"
"A_06_P2513" "YDR520C"
"A_06_P5549" "YMR119W-A"
"A_06_P5508" "YMR080C"
"A_06_P4355" "YJR112W"
"A_06_P5818" "YNL047C"
"A_06_P4962" "YLR149C"
"A_06_P5045" "YLR231C"
"A_06_P1888" "YDL155W"
"A_06_P2270" "YDR281C"
"A_06_P4493" "YKL083W"
"A_06_P2832" "YFL009W"
"A_06_P7066" "YPR020W"
"A_06_P6836" "YPL077C"
"A_06_P6316" "YOL123W"
"A_06_P3932" "YIL133C"
"A_06_P1914" "YDL180W"
"A_06_P1942" "YDL207W"
"A_06_P2029" "YDR042C"
"A_06_P1081" "YAL056C-A"
"A_06_P3822" "YIL022W"
"A_06_P6831" "YPL072W"
"A_06_P1248" "YBR001C"
"A_06_P1880" "YDL147W"
"A_06_P4730" "YKR092C"
"A_06_P2419" "YDR426C"
"A_06_P1754" "YDL026W"
"A_06_P3335" "YGR115C"
"A_06_P5593" "YMR158W-B"
"A_06_P7232" "YPR184W"
"A_06_P6708" "YOR344C"
"A_06_P1250" "YBR003W"
"A_06_P5486" "YMR059W"
"A_06_P6105" "YNL333W"
"A_06_P3812" "YIL013C"
"A_06_P5682" "YMR243C"
"A_06_P2775" "YER142C"
"A_06_P3882" "YIL083C"
"A_06_P3548" "YHL030W"
"A_06_P5741" "YMR300C"
"A_06_P5725" "YMR286W"
"A_06_P3527" "YHL009C"
"A_06_P6390" "YOR028C"
"A_06_P6115" "YNR004W"
"A_06_P4131" "YJL109C"
"A_06_P4137" "YJL117W"
"A_06_P1200" "YBL069W"
"A_06_P7112" "YPR066W"
"A_06_P5055" "YLR241W"
"A_06_P5611" "YMR174C"
"A_06_P4768" "YLL023C"
"A_06_P4319" "YJR076C"
"A_06_P1889" "YDL156W"
"A_06_P5526" "YMR097C"
"A_06_P1658" "YCR033W"
"A_06_P5003" "YLR189C"
"A_06_P6607" "YOR246C"
"A_06_P2148" "YDR160W"
"A_06_P2303" "YDR314C"
"A_06_P4395" "YJR151C"
"A_06_P6298" "YOL105C"
"A_06_P3443" "YGR222W"
"A_06_P1825" "YDL095W"
"A_06_P5918" "YNL147W"
"A_06_P1281" "YBR034C"
"A_06_P2778" "YER145C"
"A_06_P4006" "YIR029W"
"A_06_P2185" "YDR196C"
"A_06_P6370" "YOR008W-B"
"A_06_P5030" "YLR216C"
"A_06_P2576" "YEL035C"
"A_06_P4184" "YJL162C"
"A_06_P6051" "YNL279W"
"A_06_P3526" "YHL008C"
"A_06_P1066" "YAL042W"
"A_06_P5598" "YMR163C"
"A_06_P1528" "YBR274W"
"A_06_P5203" "YLR385C"
"A_06_P2502" "YDR509W"
"A_06_P5985" "YNL213C"
"A_06_P2594" "YEL053C"
"A_06_P7081" "YPR035W"
"A_06_P7114" "YPR068C"
"A_06_P4314" "YJR071W"
"A_06_P2815" "YER183C"
"A_06_P4257" "YJR010W"
"A_06_P2652" "YER028C"
"A_06_P4921" "YLR108C"
"A_06_P2527" "YDR533C"
"A_06_P5572" "YMR140W"
"A_06_P3937" "YIL138C"
"A_06_P6698" "YOR334W"
"A_06_P6591" "YOR229W"
"A_06_P4540" "YKL128C"
"A_06_P2378" "YDR385W"
"A_06_P3010" "YGL055W"
"A_06_P3117" "YGL162W"
"A_06_P3813" "YIL014W"
"A_06_P7085" "YPR039W"
"A_06_P7042" "YPL281C"
"A_06_P1005" "Q0055"
"A_06_P4631" "YKL219W"
"A_06_P7008" "YPL248C"
"A_06_P3074" "YGL119W"
"A_06_P2263" "YDR274C"
"A_06_P5335" "YML047W-A"
"A_06_P5279" "YLR460C"
"A_06_P5531" "YMR102C"
"A_06_P2697" "YER066W"
"A_06_P6580" "YOR218C"
"A_06_P1394" "YBR142W"
"A_06_P2612" "YEL070W"
"A_06_P5970" "YNL198C"
"A_06_P5195" "YLR377C"
"A_06_P1928" "YDL193W"
"A_06_P6203" "YOL013C"
"A_06_P6804" "YPL045W"
"A_06_P3429" "YGR208W"
"A_06_P4726" "YKR088C"
"A_06_P2981" "YGL026C"
"A_06_P6954" "YPL194W"
"A_06_P6082" "YNL310C"
"A_06_P1134" "YBL005W"
"A_06_P6662" "YOR300W"
"A_06_P4692" "YKR054C"
"A_06_P5545" "YMR116C"
"A_06_P5457" "YMR029C"
"A_06_P1929" "YDL194W"
"A_06_P7199" "YPR151C"
"A_06_P2155" "YDR167W"
"A_06_P2349" "YDR358W"
"A_06_P5300" "YML011C"
"A_06_P4167" "YJL146W"
"A_06_P6364" "YOR004W"
"A_06_P5094" "YLR279W"
"A_06_P6297" "YOL104C"
"A_06_P3207" "YGL251C"
"A_06_P2905" "YFR011C"
"A_06_P4348" "YJR105W"
"A_06_P2720" "YER089C"
"A_06_P3821" "YIL021W"
"A_06_P3044" "YGL089C"
"A_06_P5169" "YLR352W"
"A_06_P1902" "YDL168W"
"A_06_P1389" "YBR137W"
"A_06_P2218" "YDR229W"
"A_06_P4550" "YKL138C"
"A_06_P5656" "YMR217W"
"A_06_P3431" "YGR210C"
"A_06_P5663" "YMR224C"
"A_06_P1376" "YBR124W"
"A_06_P5888" "YNL117W"
"A_06_P4797" "YLL052C"
"A_06_P5485" "YMR058W"
"A_06_P5715" "YMR276W"
"A_06_P6348" "YOL155C"
"A_06_P6896" "YPL137C"
"A_06_P6817" "YPL058C"
"A_06_P5455" "YMR027W"
"A_06_P5524" "YMR095C"
"A_06_P2191" "YDR202C"
"A_06_P5146" "YLR329W"
"A_06_P5861" "YNL090W"
"A_06_P1433" "YBR180W"
"A_06_P5866" "YNL095C"
"A_06_P5518" "YMR089C"
"A_06_P6949" "YPL189W"
"A_06_P6079" "YNL307C"
"A_06_P3396" "YGR175C"
"A_06_P3996" "NM_001270752"
"A_06_P2674" "YER048C"
"A_06_P6481" "YOR119C"
"A_06_P1651" "YCR026C"
"A_06_P3949" "YIL150C"
"A_06_P5376" "YML086C"
"A_06_P4065" "YJL045W"
"A_06_P7167" "YPR120C"
"A_06_P5819" "YNL048W"
"A_06_P6006" "YNL234W"
"A_06_P4430" "YKL022C"
"A_06_P1348" "YBR097W"
"A_06_P2213" "YDR224C"
"A_06_P1893" "YDL159W-A"
"A_06_P3002" "YGL047W"
"A_06_P6977" "YPL217C"
"A_06_P5653" "YMR214W"
"A_06_P4803" "YLL058W"
"A_06_P1793" "YDL064W"
"A_06_P3754" "YHR176W"
"A_06_P6180" "YNR067C"
"A_06_P3931" "YIL132C"
"A_06_P3669" "YHR094C"
"A_06_P4771" "YLL026W"
"A_06_P6493" "YOR131C"
"A_06_P3284" "YGR064W"
"A_06_P3848" "YIL048W"
"A_06_P1354" "YBR103C-A"
"A_06_P6107" "YNL335W"
"A_06_P5675" "YMR236W"
"A_06_P2705" "YER074W"
"A_06_P3345" "YGR124W"
"A_06_P5914" "NM_001270759"
"A_06_P5684" "YMR244W"
"A_06_P1986" "YDR001C"
"A_06_P1473" "YBR220C"
"A_06_P6569" "YOR207C"
"A_06_P4177" "YJL156C"
"A_06_P6168" "YNR055C"
"A_06_P4041" "YJL019W"
"A_06_P1955" "YDL220C"
"A_06_P2063" "YDR076W"
"A_06_P5336" "YML049C"
"A_06_P1694" "YCR073C"
"A_06_P3531" "YHL013C"
"A_06_P3703" "YHR128W"
"A_06_P6489" "YOR127W"
"A_06_P6707" "YOR343C"
"A_06_P3655" "YHR080C"
"A_06_P2279" "YDR290W"
"A_06_P4009" "YIR032C"
"A_06_P2274" "YDR285W"
"A_06_P5990" "YNL218W"
"A_06_P3307" "YGR087C"
"A_06_P2124" "YDR136C"
"A_06_P1051" "YAL029C"
"A_06_P5651" "YMR212C"
"A_06_P4970" "YLR156W"
"A_06_P3920" "YIL121W"
"A_06_P3890" "YIL091C"
"A_06_P3006" "YGL051W"
"A_06_P5208" "YLR390W"
"A_06_P1805" "YDL076C"
"A_06_P1142" "YBL013W"
"A_06_P3361" "YGR140W"
"A_06_P4989" "YLR175W"
"A_06_P5197" "YLR379W"
"A_06_P6062" "YNL290W"
"A_06_P6936" "YPL177C"
"A_06_P4245" "YJL223C"
"A_06_P4273" "YJR030C"
"A_06_P5922" "YNL151C"
"A_06_P1481" "YBR228W"
"A_06_P6426" "YOR064C"
"A_06_P3339" "YGR119C"
"A_06_P3276" "YGR056W"
"A_06_P2041" "YDR054C"
"A_06_P5562" "YMR131C"
"A_06_P5933" "YNL162W"
"A_06_P3377" "YGR156W"
"A_06_P4035" "YJL013C"
"A_06_P6056" "YNL284C"
"A_06_P2201" "YDR212W"
"A_06_P6319" "YOL126C"
"A_06_P5617" "YMR180C"
"A_06_P4128" "YJL106W"
"A_06_P5983" "YNL211C"
"A_06_P4029" "YJL008C"
"A_06_P3802" "YIL004C"
"A_06_P1771" "YDL043C"
"A_06_P6407" "YOR045W"
"A_06_P5308" "YML018C"
"A_06_P5580" "YMR148W"
"A_06_P1779" "YDL050C"
"A_06_P5348" "YML059C"
"A_06_P6769" "YPL010W"
"A_06_P4760" "TC21605"
"A_06_P4513" "YKL102C"
"A_06_P2341" "YDR350C"
"A_06_P4689" "YKR051W"
"A_06_P6412" "YOR050C"
"A_06_P3013" "YGL058W"
"A_06_P3306" "YGR086C"
"A_06_P4848" "YLR036C"
"A_06_P2489" "YDR496C"
"A_06_P1381" "YBR129C"
"A_06_P7035" "YPL274W"
"A_06_P4509" "YKL098W"
"A_06_P6431" "YOR069W"
"A_06_P1313" "YBR065C"
"A_06_P4004" "YIR027C"
"A_06_P2024" "YDR037W"
"A_06_P6290" "YOL097C"
"A_06_P6501" "YOR139C"
"A_06_P3955" "YIL156W"
