"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"A_06_P5304" -1.78890832 0.00611147333333336 -24.7128603651594 4.74573184630234e-08 1.80119810341211e-06 9.48579762959335
"A_06_P2288" -2.56078096666667 -0.0276378833333334 -24.6768256574782 4.79378357295886e-08 1.80119810341211e-06 9.47519416387904
"A_06_P1083" -3.1517614 -0.0841028 -24.6706593904094 4.80206174647399e-08 1.80119810341211e-06 9.4733779400979
"A_06_P4729" 2.68547053333333 -0.0462810333333333 24.6439373288329 4.83812510749415e-08 1.80119810341211e-06 9.46550123229065
"A_06_P5254" 1.68954785 -0.00617122166666667 24.6366133400614 4.84806329290783e-08 1.80119810341211e-06 9.46334069479241
"A_06_P5154" 2.30327893333333 0.0215964333333333 24.5626859706475 4.94969412732147e-08 1.81834496854915e-06 9.44149175369127
"A_06_P4174" 4.3661362 0.0496557666666667 24.5489884033647 4.96879070566259e-08 1.81834496854915e-06 9.43743532751452
"A_06_P4885" -2.06724036666667 0.00935348333333334 -24.5405593834119 4.98058390688731e-08 1.81834496854915e-06 9.43493786823637
"A_06_P3902" -1.8446986 -0.0126807 -24.4981287638309 5.04043696598043e-08 1.82962068259382e-06 9.42235123595395
"A_06_P2248" 1.94543996666667 -0.0104313 24.4287762019277 5.1400435739618e-08 1.84092619762029e-06 9.40172536431356
"A_06_P7041" 2.63159333333333 0.0096221 24.4227543969849 5.14879784227077e-08 1.84092619762029e-06 9.39993132464592
"A_06_P6946" 3.5304228 0.0758768666666667 24.4157351151221 5.15902370137416e-08 1.84092619762029e-06 9.3978394825384
"A_06_P2005" -1.96325109666667 -0.0142464683333333 -24.3296076859699 5.28640303861064e-08 1.87578211190252e-06 9.37211695922347
"A_06_P6390" 2.30829496666667 0.04160675 24.2418841900987 5.41984835566483e-08 1.91238895052397e-06 9.34581202036204
"A_06_P2022" -3.86240676666667 0.0424076833333334 -24.2093709804197 5.47028148230383e-08 1.91946099123506e-06 9.33603529978805
"A_06_P6679" -1.78163814333333 0.0405875816666667 -24.1765911693895 5.52167136865708e-08 1.92678874941647e-06 9.32616343746562
"A_06_P1545" -2.41261766666667 -0.00695243333333336 -24.1262972113605 5.60159420769277e-08 1.93415951770149e-06 9.31098775279124
"A_06_P6470" -2.06410312333333 0.017959925 -24.0775276483385 5.68035846578003e-08 1.93415951770149e-06 9.29623802331995
"A_06_P2840" 4.20851583333333 -0.188380416666667 24.0687121321257 5.6947303417171e-08 1.93415951770149e-06 9.29356829945513
"A_06_P4104" 2.3430636 0.0279323333333333 24.0630435877966 5.70399366336309e-08 1.93415951770149e-06 9.29185103573108
"A_06_P5411" 1.72194511333333 -0.00526539333333333 24.0406134775287 5.74081723087812e-08 1.93415951770149e-06 9.28505145906597
"A_06_P5144" 4.6843093 -0.0794506166666667 24.0236031325802 5.7689241877537e-08 1.93415951770149e-06 9.27989010331913
"A_06_P2820" -2.7906092 -0.0203009333333333 -24.0029834498902 5.80320593610427e-08 1.93415951770149e-06 9.27362807930998
"A_06_P2778" -2.31494236666667 -0.00874551666666668 -23.9930179419609 5.8198576704381e-08 1.93415951770149e-06 9.27059947269438
"A_06_P4429" -1.78256416666667 0.0311350833333333 -23.9286330359234 5.92876509898502e-08 1.93415951770149e-06 9.25099822876941
"A_06_P5979" -1.96438726666667 -0.000514650000000024 -23.9210764028399 5.94169910570406e-08 1.93415951770149e-06 9.24869381838984
"A_06_P1588" -2.60604413333333 -0.0927376666666667 -23.9194834428784 5.94442974147543e-08 1.93415951770149e-06 9.24820793783295
"A_06_P5478" 2.2822188 -0.0829316 23.9088744684345 5.96265213045608e-08 1.93415951770149e-06 9.24497108949175
"A_06_P6286" -1.81259345333333 -0.01994324 -23.8944100557953 5.98759962866236e-08 1.93415951770149e-06 9.24055533205298
"A_06_P2509" 3.92977016666667 -0.11452865 23.8926483125033 5.99064633002311e-08 1.93415951770149e-06 9.24001729475199
"A_06_P1903" 1.87277571666667 0.0424863416666666 23.886010398756 6.00214163187922e-08 1.93415951770149e-06 9.23798967279347
"A_06_P5532" 2.68436113333333 0.0298379333333333 23.8609472499871 6.04577276184419e-08 1.93832998801055e-06 9.23032816436539
"A_06_P1422" 2.95655633333333 0.0288845666666667 23.8315058898561 6.09748899115236e-08 1.94503739737971e-06 9.22131675665121
"A_06_P5085" 2.08500351666667 -0.00321927500000002 23.8116537370979 6.13264611387334e-08 1.9464217515188e-06 9.2152333664333
